,MATCHUP,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,WL
1686,ORL vs. BKN,119,45,85,0.529,7,22.0,0.318,22,28,0.786,9.0,38.0,47.0,30,7.0,3,11,21,13.0,W
1687,ORL vs. NYK,111,40,87,0.46,13,32.0,0.406,18,21,0.857,8.0,35.0,43.0,25,8.0,7,14,19,5.0,W
1688,ORL vs. WAS,122,43,80,0.538,12,27.0,0.444,24,25,0.96,7.0,35.0,42.0,27,7.0,5,15,21,10.0,W
1689,ORL @ LAL,105,41,102,0.402,10,38.0,0.263,13,17,0.765,13.0,31.0,44.0,24,8.0,3,8,28,-6.0,L
1690,ORL @ LAC,113,42,84,0.5,10,31.0,0.323,19,25,0.76,9.0,36.0,45.0,23,14.0,5,17,22,5.0,W
1691,ORL @ PHX,113,43,86,0.5,8,28.0,0.286,19,23,0.826,11.0,36.0,47.0,25,7.0,3,17,20,-3.0,L
1692,ORL @ SAS,114,44,97,0.454,10,29.0,0.345,16,21,0.762,13.0,29.0,42.0,24,7.0,2,9,16,-18.0,L
1693,ORL vs. MIA,126,48,99,0.485,13,37.0,0.351,17,20,0.85,15.0,39.0,54.0,34,10.0,10,18,20,12.0,W
1694,ORL vs. UTA,124,44,94,0.468,16,34.0,0.471,20,31,0.645,12.0,24.0,36.0,21,9.0,4,10,16,-7.0,L
1695,ORL vs. MIL,123,50,100,0.5,9,30.0,0.3,14,19,0.737,10.0,28.0,38.0,24,7.0,0,13,22,-11.0,L
1696,ORL vs. POR,119,42,84,0.5,11,31.0,0.355,24,31,0.774,6.0,32.0,38.0,29,11.0,2,11,25,-3.0,L
1697,ORL @ CHA,117,46,86,0.535,10,26.0,0.385,15,19,0.789,13.0,29.0,42.0,21,9.0,4,18,24,11.0,W
1698,ORL @ MIL,117,43,94,0.457,9,33.0,0.273,22,29,0.759,12.0,38.0,50.0,22,3.0,5,13,18,-22.0,L
1699,ORL @ NOP,101,36,79,0.456,9,34.0,0.265,20,26,0.769,11.0,32.0,43.0,21,9.0,1,15,20,8.0,W
1700,IND @ GSW,123,48,99,0.485,15,36.0,0.417,12,16,0.75,12.0,38.0,50.0,32,8.0,10,11,14,12.0,W
1701,IND @ DET,122,50,88,0.568,11,29.0,0.379,11,18,0.611,5.0,35.0,40.0,38,13.0,6,12,16,19.0,W
1702,IND vs. CLE,103,42,91,0.462,9,38.0,0.237,10,16,0.625,14.0,31.0,45.0,28,8.0,3,11,24,-5.0,L
1703,IND vs. BKN,121,50,105,0.476,6,30.0,0.2,15,16,0.938,17.0,33.0,50.0,21,13.0,4,10,23,21.0,W
1704,IND vs. CHI,129,46,99,0.465,14,45.0,0.311,23,28,0.821,9.0,38.0,47.0,30,4.0,6,8,25,-3.0,L
1705,IND @ OKC,121,48,89,0.539,9,28.0,0.321,16,19,0.842,4.0,39.0,43.0,34,8.0,10,9,11,10.0,W
1706,IND @ ORL,111,38,78,0.487,8,23.0,0.348,27,33,0.818,5.0,41.0,46.0,20,5.0,10,12,21,14.0,W
1707,IND vs. MIN,111,42,82,0.512,10,26.0,0.385,17,23,0.739,7.0,32.0,39.0,26,5.0,10,15,24,-2.0,L
1708,IND @ DAL,137,50,93,0.538,18,39.0,0.462,19,24,0.792,9.0,34.0,43.0,34,3.0,2,8,21,17.0,W
1709,IND @ SAS,105,41,93,0.441,6,30.0,0.2,17,21,0.81,14.0,28.0,42.0,20,9.0,4,10,14,-12.0,L
1710,IND @ NOP,102,40,95,0.421,10,32.0,0.313,12,18,0.667,17.0,27.0,44.0,25,9.0,8,16,21,-27.0,L
1711,IND vs. NOP,123,50,102,0.49,14,38.0,0.368,9,9,1.0,14.0,36.0,50.0,34,5.0,9,8,21,9.0,W
1712,IND vs. TOR,122,46,100,0.46,13,42.0,0.31,17,23,0.739,13.0,30.0,43.0,27,8.0,5,10,19,-8.0,L
1713,IND vs. DAL,133,52,93,0.559,14,36.0,0.389,15,17,0.882,6.0,40.0,46.0,38,12.0,0,12,16,22.0,W
1714,IND vs. DET,129,50,94,0.532,13,30.0,0.433,16,19,0.842,7.0,35.0,42.0,36,10.0,5,13,15,14.0,W
1715,IND @ TOR,127,47,97,0.485,17,41.0,0.415,16,23,0.696,9.0,30.0,39.0,32,9.0,9,8,20,2.0,W
1716,IND @ CHA,102,42,83,0.506,8,30.0,0.267,10,16,0.625,2.0,30.0,32.0,31,9.0,3,11,11,-9.0,L
1717,IND @ NYK,125,50,82,0.61,14,29.0,0.483,11,19,0.579,6.0,35.0,41.0,30,4.0,3,15,20,14.0,W
1718,IND vs. GSW,109,39,81,0.481,12,31.0,0.387,19,27,0.704,7.0,23.0,30.0,31,11.0,6,14,17,-22.0,L
1719,IND vs. HOU,132,54,86,0.628,15,32.0,0.469,9,14,0.643,5.0,20.0,25.0,35,7.0,7,12,20,3.0,W
1720,IND @ CHA,115,45,92,0.489,11,33.0,0.333,14,18,0.778,11.0,38.0,49.0,34,5.0,4,11,15,16.0,W
1721,IND vs. SAC,122,46,85,0.541,10,29.0,0.345,20,24,0.833,8.0,31.0,39.0,23,13.0,3,22,20,-11.0,L
1722,IND @ NYK,105,42,93,0.452,13,33.0,0.394,8,13,0.615,9.0,35.0,44.0,21,9.0,9,13,25,-4.0,L
1723,IND @ BOS,124,50,108,0.463,12,39.0,0.308,12,15,0.8,19.0,31.0,50.0,33,4.0,2,7,21,-5.0,L
1724,IND vs. MEM,116,44,90,0.489,13,35.0,0.371,15,16,0.938,11.0,33.0,44.0,31,8.0,6,10,26,6.0,W
1725,IND vs. PHX,133,58,109,0.532,8,26.0,0.308,9,15,0.6,21.0,27.0,48.0,34,8.0,3,12,17,2.0,W
1726,IND vs. PHI,134,53,93,0.57,12,28.0,0.429,16,21,0.762,12.0,43.0,55.0,35,6.0,8,21,33,12.0,W
1727,IND vs. DEN,109,43,87,0.494,5,21.0,0.238,18,21,0.857,7.0,31.0,38.0,24,4.0,1,10,16,-5.0,L
1728,IND @ PHX,110,41,94,0.436,14,31.0,0.452,14,23,0.609,14.0,26.0,40.0,28,9.0,4,11,20,-7.0,L
1729,IND @ POR,115,39,91,0.429,20,47.0,0.426,17,25,0.68,6.0,31.0,37.0,34,3.0,6,13,26,-3.0,L
1730,IND @ SAC,126,49,89,0.551,13,33.0,0.394,15,19,0.789,4.0,30.0,34.0,33,5.0,6,11,20,5.0,W
1731,IND @ UTA,105,38,95,0.4,9,31.0,0.29,20,25,0.8,18.0,25.0,43.0,27,9.0,4,13,31,-27.0,L
1732,IND @ DEN,109,43,92,0.467,8,29.0,0.276,15,22,0.682,14.0,23.0,37.0,28,11.0,1,13,21,-8.0,L
1733,IND @ ATL,126,53,79,0.671,11,18.0,0.611,9,12,0.75,10.0,35.0,45.0,41,12.0,9,25,21,18.0,W
1734,IND vs. WAS,112,41,92,0.446,8,25.0,0.32,22,24,0.917,14.0,40.0,54.0,31,7.0,6,13,22,8.0,W
1735,IND vs. BOS,133,48,91,0.527,19,40.0,0.475,18,22,0.818,9.0,30.0,39.0,29,6.0,7,13,23,2.0,W
1736,IND vs. BOS,101,38,92,0.413,8,42.0,0.19,17,22,0.773,10.0,28.0,38.0,23,12.0,2,9,18,-17.0,L
1737,IND vs. ATL,150,60,94,0.638,19,39.0,0.487,11,13,0.846,8.0,31.0,39.0,50,12.0,3,14,24,34.0,W
1738,IND vs. MIL,142,50,90,0.556,14,35.0,0.4,28,34,0.824,7.0,37.0,44.0,34,7.0,5,10,27,12.0,W
1739,IND @ MIL,122,43,97,0.443,5,35.0,0.143,31,38,0.816,14.0,38.0,52.0,23,7.0,5,7,24,9.0,W
1740,IND vs. NYK,140,50,85,0.588,23,43.0,0.535,17,21,0.81,7.0,27.0,34.0,40,6.0,7,16,18,14.0,W
1741,IND @ CHI,120,43,85,0.506,19,42.0,0.452,15,22,0.682,6.0,41.0,47.0,30,6.0,9,13,21,16.0,W
1742,IND @ HOU,123,43,82,0.524,19,43.0,0.442,18,21,0.857,10.0,35.0,45.0,28,5.0,7,20,22,6.0,W
1743,IND vs. ORL,110,43,82,0.524,15,34.0,0.441,9,13,0.692,7.0,26.0,33.0,27,7.0,6,15,30,-7.0,L
1744,IND @ MEM,103,38,90,0.422,18,52.0,0.346,9,11,0.818,12.0,27.0,39.0,28,12.0,9,16,21,-13.0,L
1745,IND vs. CHA,144,49,80,0.613,18,39.0,0.462,28,30,0.933,8.0,30.0,38.0,37,6.0,8,13,20,31.0,W
1746,IND vs. LAC,127,49,95,0.516,12,33.0,0.364,17,21,0.81,11.0,23.0,34.0,38,6.0,7,11,21,-24.0,L
1747,IND @ MIN,109,45,90,0.5,6,21.0,0.286,13,16,0.813,13.0,27.0,40.0,25,10.0,6,13,15,-18.0,L
1748,IND @ WAS,123,48,107,0.449,15,40.0,0.375,12,16,0.75,13.0,28.0,41.0,35,7.0,8,15,25,-14.0,L
1749,IND @ MIL,126,45,100,0.45,11,36.0,0.306,25,32,0.781,16.0,29.0,45.0,30,7.0,6,18,32,-14.0,L
1750,IND @ DET,131,52,92,0.565,13,31.0,0.419,14,19,0.737,11.0,32.0,43.0,33,8.0,5,18,20,8.0,W
1751,IND @ LAL,109,35,95,0.368,10,41.0,0.244,29,33,0.879,9.0,23.0,32.0,27,10.0,7,9,33,-14.0,L
1752,IND @ MIL,128,50,102,0.49,7,33.0,0.212,21,25,0.84,15.0,36.0,51.0,30,9.0,8,9,21,9.0,W
1753,IND vs. BOS,122,43,94,0.457,19,40.0,0.475,17,21,0.81,7.0,34.0,41.0,28,8.0,4,6,15,10.0,W
1754,IND @ MIA,144,56,85,0.659,16,32.0,0.5,16,20,0.8,3.0,29.0,32.0,35,4.0,8,9,24,15.0,W
1755,IND @ MIA,132,50,98,0.51,11,43.0,0.256,21,32,0.656,10.0,24.0,34.0,30,11.0,5,9,31,-10.0,L
1756,IND vs. POR,110,42,88,0.477,8,33.0,0.242,18,24,0.75,10.0,32.0,42.0,26,10.0,6,20,24,-4.0,L
1757,IND vs. DET,136,49,102,0.48,16,38.0,0.421,22,24,0.917,15.0,25.0,40.0,24,7.0,8,8,21,23.0,W
1758,IND vs. TOR,131,50,91,0.549,18,39.0,0.462,13,16,0.813,5.0,26.0,31.0,33,10.0,6,14,24,-1.0,L
1759,IND @ ATL,157,57,94,0.606,22,45.0,0.489,21,28,0.75,7.0,22.0,29.0,35,7.0,11,13,25,5.0,W
1760,IND vs. ORL,116,42,95,0.442,8,31.0,0.258,24,31,0.774,11.0,29.0,40.0,24,10.0,7,16,32,-12.0,L
1761,IND @ PHI,132,48,93,0.516,13,37.0,0.351,23,33,0.697,10.0,31.0,41.0,32,7.0,5,11,28,6.0,W
1762,IND @ PHI,126,47,90,0.522,16,39.0,0.41,16,19,0.842,8.0,24.0,32.0,31,8.0,9,10,14,-11.0,L
1763,IND vs. MIL,126,44,92,0.478,20,48.0,0.417,18,20,0.9,9.0,31.0,40.0,27,6.0,6,11,25,2.0,W
1764,IND vs. UTA,134,52,101,0.515,13,41.0,0.317,17,20,0.85,14.0,32.0,46.0,26,14.0,7,11,15,16.0,W
1765,IND vs. SAS,152,55,95,0.579,20,38.0,0.526,22,23,0.957,9.0,40.0,49.0,38,7.0,4,14,24,41.0,W
1766,IND vs. CHA,124,45,93,0.484,22,45.0,0.489,12,16,0.75,11.0,25.0,36.0,31,7.0,5,14,18,-1.0,L
1767,IND vs. CLE,121,45,86,0.523,15,31.0,0.484,16,24,0.667,7.0,33.0,40.0,28,7.0,5,18,18,5.0,W
1768,IND @ BOS,104,46,101,0.455,5,37.0,0.135,7,12,0.583,8.0,23.0,31.0,26,6.0,6,9,20,-51.0,L
1769,IND vs. CHI,105,36,88,0.409,12,46.0,0.261,21,25,0.84,11.0,36.0,47.0,26,7.0,5,17,24,-7.0,L
1770,IND @ CLE,125,48,98,0.49,15,38.0,0.395,14,17,0.824,11.0,37.0,48.0,36,3.0,4,7,20,12.0,W
1771,IND vs. WAS,143,56,107,0.523,20,43.0,0.465,11,12,0.917,10.0,41.0,51.0,38,10.0,8,12,23,23.0,W
1772,IND vs. CLE,109,37,84,0.44,13,34.0,0.382,22,28,0.786,8.0,46.0,54.0,26,13.0,6,22,17,5.0,W
1773,IND vs. ATL,116,42,86,0.488,18,49.0,0.367,14,18,0.778,7.0,30.0,37.0,36,5.0,8,12,26,4.0,W
1774,IND @ HOU,103,37,91,0.407,10,42.0,0.238,19,26,0.731,12.0,34.0,46.0,26,3.0,8,18,31,-19.0,L
1775,IND @ MEM,122,45,112,0.402,13,53.0,0.245,19,24,0.792,16.0,40.0,56.0,30,10.0,11,17,19,-5.0,L
1776,IND vs. DET,85,28,79,0.354,7,29.0,0.241,22,28,0.786,7.0,30.0,37.0,11,5.0,4,10,14,-8.4,L
1777,IND vs. DAL,91,36,83,0.434,10,36.0,0.278,9,11,0.818,12.0,21.0,33.0,23,4.0,3,12,21,-14.6,L
1778,IND vs. OKC,87,33,87,0.379,12,38.0,0.316,9,19,0.474,13.0,30.0,43.0,17,9.0,7,11,19,-11.0,L
1779,IND @ ORL,108,40,83,0.482,11,30.0,0.367,17,23,0.739,13.0,34.0,47.0,21,7.0,2,13,25,18.0,W
1780,IND @ WAS,91,34,75,0.453,4,25.0,0.16,19,24,0.792,12.0,34.0,46.0,18,6.0,13,21,24,7.6,W
1781,IND @ NYK,141,46,89,0.517,19,34.0,0.559,30,38,0.789,8.0,36.0,44.0,33,8.0,9,15,24,5.0,W
1782,IND vs. DET,115,41,83,0.494,11,31.0,0.355,22,28,0.786,9.0,33.0,42.0,29,7.0,3,19,22,-7.0,L
1783,IND vs. NYK,129,45,87,0.517,15,30.0,0.5,24,30,0.8,10.0,27.0,37.0,33,6.0,5,17,17,-9.0,L
1784,IND @ CLE,105,36,83,0.434,9,24.0,0.375,24,29,0.828,11.0,33.0,44.0,21,5.0,6,15,26,-10.0,L
1785,IND vs. OKC,121,45,98,0.459,12,41.0,0.293,19,28,0.679,20.0,36.0,56.0,30,5.0,4,15,21,4.0,W
1786,IND vs. MIL,136,53,101,0.525,14,30.0,0.467,16,22,0.727,10.0,19.0,29.0,36,9.0,4,8,25,-13.0,L
1787,IND vs. DAL,104,39,93,0.419,8,28.0,0.286,18,23,0.783,14.0,29.0,43.0,20,6.0,3,13,19,-23.0,L
1788,IND @ ATL,130,52,96,0.542,14,37.0,0.378,12,12,1.0,10.0,22.0,32.0,33,7.0,7,17,18,-13.0,L
1789,IND @ BOS,95,39,84,0.464,4,26.0,0.154,13,22,0.591,6.0,38.0,44.0,24,9.0,4,17,16,-25.0,L
1790,IND @ TOR,118,43,77,0.558,11,21.0,0.524,21,25,0.84,8.0,31.0,39.0,27,4.0,5,18,29,4.0,W
1791,IND @ CHA,109,37,82,0.451,9,26.0,0.346,26,34,0.765,13.0,35.0,48.0,27,5.0,6,21,26,-6.0,L
1792,IND vs. PHI,121,45,87,0.517,12,31.0,0.387,19,20,0.95,12.0,29.0,41.0,28,5.0,5,14,17,-20.0,L
1793,IND @ MIL,139,54,97,0.557,22,46.0,0.478,9,15,0.6,8.0,34.0,42.0,36,5.0,3,8,20,17.0,W
1794,IND @ DET,97,36,86,0.419,10,34.0,0.294,15,24,0.625,13.0,29.0,42.0,23,7.0,5,14,15,-20.0,L
1795,IND @ DET,121,43,93,0.462,9,35.0,0.257,26,34,0.765,18.0,40.0,58.0,24,7.0,6,14,20,6.0,W
1796,IND vs. HOU,134,48,100,0.48,18,45.0,0.4,20,21,0.952,8.0,34.0,42.0,34,12.0,15,11,21,9.0,W
1797,IND vs. PHI,143,53,90,0.589,15,37.0,0.405,22,31,0.71,5.0,25.0,30.0,28,8.0,4,9,24,-4.0,L
1798,IND @ CHI,125,48,94,0.511,16,44.0,0.364,13,16,0.813,13.0,22.0,35.0,27,5.0,6,9,18,3.0,W
1799,IND @ SAS,99,41,90,0.456,8,23.0,0.348,9,11,0.818,6.0,34.0,40.0,23,11.0,8,14,18,-11.0,L
1800,PHI @ LAL,94,33,96,0.344,8,37.0,0.216,20,24,0.833,13.0,29.0,42.0,20,13.0,7,8,23,-7.0,L
1801,PHI @ PHX,102,41,95,0.432,13,37.0,0.351,7,18,0.389,13.0,27.0,40.0,33,12.0,7,9,12,-13.0,L
1802,PHI vs. MIA,98,37,85,0.435,13,36.0,0.361,11,12,0.917,7.0,39.0,46.0,23,7.0,12,12,16,7.0,W
1803,PHI vs. CHA,109,36,81,0.444,13,41.0,0.317,24,25,0.96,10.0,31.0,41.0,25,9.0,4,15,23,11.0,W
1804,PHI @ MIL,105,39,79,0.494,17,35.0,0.486,10,14,0.714,6.0,24.0,30.0,20,6.0,4,11,18,-9.0,L
1805,PHI @ NYK,79,30,80,0.375,8,33.0,0.242,11,16,0.688,7.0,24.0,31.0,17,7.0,4,8,16,-27.0,L
1806,PHI @ NYK,79,31,80,0.388,9,30.0,0.3,8,14,0.571,14.0,33.0,47.0,20,9.0,5,13,18,6.0,W
1807,PHI vs. NOP,95,35,88,0.398,9,37.0,0.243,16,20,0.8,13.0,29.0,42.0,21,8.0,7,10,19,-8.0,L
1808,PHI vs. MEM,109,39,102,0.382,13,35.0,0.371,18,21,0.857,17.0,30.0,47.0,25,11.0,9,11,21,-6.0,L
1809,PHI @ BKN,107,40,82,0.488,12,28.0,0.429,15,19,0.789,8.0,30.0,38.0,25,6.0,2,12,24,-5.0,L
1810,PHI @ DAL,120,40,88,0.455,11,37.0,0.297,29,31,0.935,13.0,29.0,42.0,26,10.0,5,8,19,4.0,W
1811,PHI vs. CHA,121,46,96,0.479,19,44.0,0.432,10,11,0.909,15.0,33.0,48.0,38,5.0,7,7,17,7.0,W
1812,PHI @ BOS,99,37,94,0.394,14,42.0,0.333,11,12,0.917,8.0,20.0,28.0,20,6.0,5,9,23,-18.0,L
1813,PHI vs. MIL,98,36,97,0.371,16,46.0,0.348,10,11,0.909,13.0,28.0,41.0,24,12.0,5,10,18,-21.0,L
1814,PHI vs. CLE,104,40,90,0.444,12,29.0,0.414,12,15,0.8,9.0,42.0,51.0,20,6.0,7,9,25,7.0,W
1815,PHI vs. NYK,96,37,84,0.44,10,29.0,0.345,12,14,0.857,7.0,31.0,38.0,23,7.0,3,18,23,-14.0,L
1816,PHI vs. MIA,104,41,86,0.477,10,35.0,0.286,12,16,0.75,6.0,33.0,39.0,29,3.0,1,14,20,-5.0,L
1817,PHI @ CLE,123,48,88,0.545,11,26.0,0.423,16,19,0.842,11.0,31.0,42.0,25,5.0,4,10,22,2.0,W
1818,PHI @ WAS,119,48,100,0.48,8,27.0,0.296,15,23,0.652,13.0,35.0,48.0,28,8.0,4,11,18,6.0,W
1819,PHI vs. ATL,121,42,98,0.429,15,45.0,0.333,22,29,0.759,18.0,31.0,49.0,24,7.0,6,9,24,-6.0,L
1820,PHI vs. GSW,104,41,98,0.418,8,32.0,0.25,14,14,1.0,11.0,29.0,40.0,21,7.0,8,14,16,-23.0,L
1821,PHI vs. DAL,102,40,93,0.43,8,29.0,0.276,14,20,0.7,16.0,35.0,51.0,20,8.0,5,11,21,-16.0,L
1822,PHI vs. BKN,121,44,96,0.458,12,29.0,0.414,21,27,0.778,11.0,33.0,44.0,26,7.0,1,5,17,-15.0,L
1823,PHI @ UTA,127,47,94,0.5,14,32.0,0.438,19,21,0.905,10.0,30.0,40.0,27,6.0,11,4,22,3.0,W
1824,PHI @ GSW,107,39,85,0.459,13,30.0,0.433,16,21,0.762,13.0,26.0,39.0,11,14.0,2,16,24,-12.0,L
1825,PHI @ POR,104,37,83,0.446,5,29.0,0.172,25,28,0.893,12.0,22.0,34.0,17,6.0,5,14,25,-26.0,L
1826,PHI @ DEN,105,43,81,0.531,6,22.0,0.273,13,16,0.813,6.0,33.0,39.0,25,5.0,6,11,29,-6.0,L
1827,PHI @ IND,122,42,87,0.483,7,29.0,0.241,31,43,0.721,6.0,25.0,31.0,24,13.0,6,12,20,-12.0,L
1828,PHI vs. SAS,133,48,97,0.495,5,20.0,0.25,32,40,0.8,19.0,29.0,48.0,28,5.0,3,4,20,10.0,W
1829,PHI @ CHA,97,36,85,0.424,5,25.0,0.2,20,24,0.833,6.0,40.0,46.0,21,7.0,6,10,12,8.0,W
1830,PHI @ ORL,124,42,87,0.483,13,30.0,0.433,27,29,0.931,16.0,26.0,42.0,23,11.0,5,7,23,15.0,W
1831,PHI vs. DEN,126,43,76,0.566,15,31.0,0.484,25,34,0.735,5.0,27.0,32.0,27,6.0,7,8,21,5.0,W
1832,PHI vs. HOU,124,40,83,0.482,15,31.0,0.484,29,34,0.853,8.0,33.0,41.0,25,8.0,4,10,24,9.0,W
1833,PHI vs. SAC,112,40,93,0.43,15,35.0,0.429,17,18,0.944,14.0,32.0,46.0,23,11.0,9,13,19,19.0,W
1834,PHI @ ATL,132,46,102,0.451,12,34.0,0.353,28,33,0.848,13.0,38.0,51.0,26,8.0,9,11,28,-7.0,L
1835,PHI vs. UTA,109,42,104,0.404,7,38.0,0.184,18,23,0.783,15.0,19.0,34.0,30,12.0,6,6,20,-11.0,L
1836,PHI vs. NYK,92,33,81,0.407,6,23.0,0.261,20,27,0.741,8.0,30.0,38.0,22,8.0,9,14,18,-36.0,L
1837,PHI vs. CHI,110,38,80,0.475,12,30.0,0.4,22,30,0.733,6.0,37.0,43.0,28,9.0,6,17,22,13.0,W
1838,PHI @ CHI,92,36,92,0.391,9,38.0,0.237,11,15,0.733,12.0,24.0,36.0,24,12.0,5,7,22,-13.0,L
1839,PHI @ HOU,131,45,86,0.523,12,33.0,0.364,29,33,0.879,11.0,19.0,30.0,22,10.0,5,10,21,4.0,W
1840,PHI @ ORL,112,45,96,0.469,10,28.0,0.357,12,17,0.706,12.0,36.0,48.0,14,10.0,8,10,19,20.0,W
1841,PHI @ MIA,113,40,94,0.426,17,45.0,0.378,16,25,0.64,5.0,31.0,36.0,23,11.0,4,7,22,-6.0,L
1842,PHI vs. TOR,121,44,83,0.53,14,31.0,0.452,19,21,0.905,3.0,35.0,38.0,34,6.0,6,13,21,10.0,W
1843,PHI vs. MIN,127,45,84,0.536,8,22.0,0.364,29,32,0.906,7.0,29.0,36.0,20,9.0,3,12,25,14.0,W
1844,PHI vs. CHI,104,38,88,0.432,11,32.0,0.344,17,19,0.895,9.0,35.0,44.0,23,8.0,8,12,17,-4.0,L
1845,PHI @ CHA,135,53,88,0.602,14,31.0,0.452,15,17,0.882,5.0,40.0,45.0,30,10.0,6,10,17,53.0,W
1846,PHI vs. DET,124,41,98,0.418,14,37.0,0.378,28,31,0.903,16.0,38.0,54.0,24,17.0,8,11,23,32.0,W
1847,PHI @ DET,129,45,87,0.517,11,30.0,0.367,28,34,0.824,10.0,43.0,53.0,28,6.0,4,10,20,18.0,W
1848,PHI vs. WAS,146,52,95,0.547,20,46.0,0.435,22,25,0.88,9.0,38.0,47.0,37,14.0,6,13,27,45.0,W
1849,PHI vs. ATL,125,42,87,0.483,11,30.0,0.367,30,37,0.811,14.0,34.0,48.0,24,6.0,8,10,14,11.0,W
1850,PHI @ WAS,131,47,92,0.511,8,27.0,0.296,29,34,0.853,11.0,32.0,43.0,29,7.0,2,11,14,5.0,W
1851,PHI @ BOS,119,43,94,0.457,16,35.0,0.457,17,23,0.739,15.0,27.0,42.0,16,16.0,5,16,24,-6.0,L
1852,PHI @ NOP,114,42,81,0.519,14,34.0,0.412,16,18,0.889,8.0,22.0,30.0,28,8.0,7,21,26,-10.0,L
1853,PHI vs. LAL,138,47,93,0.505,22,46.0,0.478,22,26,0.846,15.0,33.0,48.0,33,11.0,2,5,17,44.0,W
1854,PHI @ OKC,127,38,83,0.458,14,41.0,0.341,37,45,0.822,17.0,32.0,49.0,30,2.0,9,12,26,4.0,W
1855,PHI @ MIN,99,34,87,0.391,7,32.0,0.219,24,30,0.8,16.0,32.0,48.0,21,9.0,12,14,23,-13.0,L
1856,PHI vs. CLE,119,40,96,0.417,11,35.0,0.314,28,34,0.824,14.0,30.0,44.0,19,12.0,8,14,25,-3.0,L
1857,PHI @ BKN,121,44,94,0.468,16,35.0,0.457,17,18,0.944,10.0,34.0,44.0,32,8.0,4,4,18,22.0,W
1858,PHI @ ATL,126,43,88,0.489,13,30.0,0.433,27,28,0.964,13.0,30.0,43.0,32,9.0,4,15,20,10.0,W
1859,PHI vs. BOS,107,39,85,0.459,11,30.0,0.367,18,22,0.818,10.0,31.0,41.0,18,5.0,1,9,14,-10.0,L
1860,PHI vs. IND,126,43,86,0.5,6,22.0,0.273,34,35,0.971,5.0,33.0,38.0,22,5.0,3,16,26,-6.0,L
1861,PHI vs. IND,137,53,105,0.505,14,33.0,0.424,17,20,0.85,23.0,31.0,54.0,28,5.0,7,11,15,11.0,W
1862,PHI @ DET,114,35,83,0.422,9,28.0,0.321,35,41,0.854,11.0,35.0,46.0,23,13.0,5,8,23,8.0,W
1863,PHI vs. BOS,106,42,95,0.442,9,34.0,0.265,13,15,0.867,12.0,44.0,56.0,20,7.0,7,12,16,3.0,W
1864,PHI vs. WAS,146,51,91,0.56,12,31.0,0.387,32,36,0.889,10.0,35.0,45.0,37,12.0,7,15,15,18.0,W
1865,PHI vs. PHX,112,43,90,0.478,11,30.0,0.367,15,18,0.833,15.0,36.0,51.0,24,5.0,6,17,24,12.0,W
1866,PHI vs. TOR,114,42,92,0.457,9,25.0,0.36,21,25,0.84,15.0,31.0,46.0,21,12.0,3,14,19,15.0,W
1867,PHI vs. POR,126,40,82,0.488,11,28.0,0.393,35,40,0.875,11.0,40.0,51.0,28,10.0,17,15,20,28.0,W
1868,PHI @ TOR,114,43,86,0.5,10,28.0,0.357,18,21,0.857,9.0,33.0,42.0,25,8.0,7,9,18,7.0,W
1869,PHI @ MIL,117,41,80,0.513,16,35.0,0.457,19,28,0.679,4.0,35.0,39.0,25,8.0,4,15,28,-1.0,L
1870,PHI vs. ATL,120,41,80,0.513,17,40.0,0.425,21,28,0.75,10.0,30.0,40.0,31,12.0,6,20,21,14.0,W
1871,PHI @ BKN,127,50,114,0.439,18,44.0,0.409,9,13,0.692,16.0,30.0,46.0,31,16.0,7,10,26,8.0,W
1872,PHI vs. BOS,101,36,84,0.429,16,44.0,0.364,13,17,0.765,9.0,28.0,37.0,24,12.0,4,13,20,-11.0,L
1873,PHI @ BOS,106,39,95,0.411,13,38.0,0.342,15,19,0.789,14.0,34.0,48.0,19,10.0,6,14,24,-8.0,L
1874,PHI @ NOP,117,43,86,0.5,18,41.0,0.439,13,18,0.722,12.0,21.0,33.0,27,6.0,4,10,14,3.0,W
1875,PHI vs. LAC,91,28,73,0.384,10,34.0,0.294,25,34,0.735,11.0,27.0,38.0,15,8.0,8,12,14,-8.2,L
1876,PHI @ ATL,98,32,65,0.492,9,24.0,0.375,25,34,0.735,1.0,26.0,27.0,15,4.0,9,5,11,-1.4,L
1877,PHI @ DAL,103,37,74,0.5,11,29.0,0.379,18,28,0.643,7.0,23.0,30.0,18,6.0,9,12,26,4.8,L
1878,PHI vs. NYK,110,40,83,0.482,11,29.0,0.379,19,28,0.679,11.0,25.0,36.0,21,8.0,10,14,27,6.8,W
1879,PHI vs. OKC,91,30,69,0.435,7,25.0,0.28,24,31,0.774,10.0,22.0,32.0,17,8.0,6,24,23,-16.4,L
1880,PHI @ UTA,104,35,76,0.461,8,25.0,0.32,26,30,0.867,10.0,28.0,38.0,23,12.0,6,12,23,6.2,W
1881,PHI vs. MEM,92,32,76,0.421,10,33.0,0.303,18,28,0.643,11.0,26.0,37.0,18,7.0,6,15,25,2.2,L
1882,PHI @ BOS,88,31,83,0.373,8,37.0,0.216,18,19,0.947,7.0,30.0,37.0,15,4.0,7,12,14,-24.0,L
